run,query_no,title,url,acquisition_status
run_1_500,74,Longtime Kia and HMG Supplier to Build Manufacturing Facility in Bulloch County | Georgia.org,https://georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county
run_1_500,394,First Hyundai Motor Group Supplier to Build Facility in Bulloch County | Georgia.org,https://www.georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county
run_1_500,394,First Hyundai Motor Group Supplier to Build Facility in Bulloch County | Georgia.org,https://georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county
run_1_500,323,GEORGIA,https://climatepower.us/wp-content/uploads/2024/03/State-of-the-Clean-Energy-Boom_Georgia.pdf,
run_1_500,482,Hyundai Motor Group Will Build Big EV Plant And Battery Facility In Georgia,https://insideevs.com/news/587322/hyundai-build-ev-plant-battery-georgia/,
run_1_500,491,"Hyundai, SK On plan $5B Georgia EV battery plant | Utility Dive",https://www.utilitydive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648667/?ref=cleantech-vanguard.com,
run_1_500,154,Global Temperature-controlled Storage Leader Lineage Logistics to Build New Savannah Facility | Georgia.org,https://georgia.org/press-release/global-temperature-controlled-storage-leader-lineage-logistics-build-new-savannah,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/global-temperature-controlled-storage-leader-lineage-logistics-build-new-savannah
run_1_500,394,How the Georgia-Korea Connection Energizes Opportunities | Georgia.org,https://www.georgia.org/blog/how-georgia-korea-connection-energizes-opportunities,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/blog/how-georgia-korea-connection-energizes-opportunities
run_1_500,226,The Rise of America's Battery Belt – Asia Matters for America,https://asiamattersforamerica.org/articles/the-rise-of-americas-battery-belt,
run_1_500,121,Top tier supplier signs on for Kia facility in West Point | Georgia.org,https://georgia.org/newsroom/press-releases/top-tier-supplier-signs-on-for-kia-facility-in-west-point,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/newsroom/press-releases/top-tier-supplier-signs-on-for-kia-facility-in-west-point
run_1_500,128,Georgia’s Extensive Logistics Network Speeds Goods to Market | Georgia.org,https://georgia.org/blog/georgias-extensive-logistics-network-speeds-goods-market,
run_1_500,442,LG Energy Solution and Hyundai Motor Group to Establish Battery Cell Manufacturing Joint Venture in the U.S. – LG Energy Solution,https://news.lgensol.com/company-news/press-releases/1780/,
run_1_500,490,Congressional Record,https://www.congress.gov/119/crec/2025/04/28/171/70/CREC-2025-04-28.pdf,
run_1_500,487,Hyundai Will Build First Fully-Dedicated EV Plant In Georgia - Automotive - Business Facilities Magazine,https://businessfacilities.com/2022/05/hyundai-will-build-first-fully-dedicated-ev-plant-in-georgia,
run_1_500,348,Hyundai to build $5.5 billion EV and battery plant in Georgia - The Atlanta Voice,https://theatlantavoice.com/hyundai-to-build-5-5-billion-ev-and-battery-plant-in-georgia,
run_1_500,442,Hyundai Motor Group | Georgia.org,https://georgia.org/hyundaimotorgroup,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/hyundaimotorgroup
run_1_500,354,Electric Mobility Innovation Alliance (EMIA): Supply Chain | Georgia Department of Economic Development,https://georgia.org/mobility-supply-chain,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/mobility-supply-chain
run_1_500,354,Electric Mobility Innovation Alliance (EMIA): Supply Chain | Georgia Department of Economic Development,https://www.georgia.org/mobility-supply-chain,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/mobility-supply-chain
run_1_500,334,[PDF] Clean Energy Investments Are Revitalizing Georgia Communities ...,https://climatepower.us/wp-content/uploads/2024/09/Clean-Energy-Investments-Are-Revitalizing-Georgia-Communities-CEE-2024_09_09-DR.pdf,
run_1_500,443,[PDF] Georgia Department of Economic Development Board Meeting,https://georgia.org/sites/default/files/2023-01/2022-5-11_gdecd_board_minutes.pdf,
run_1_500,34,[PDF] georgia-highlights_4th_edition_25th_anniversary_2021.pdf,https://georgia.org/sites/default/files/2021-07/georgia-highlights_4th_edition_25th_anniversary_2021.pdf,
run_1_500,82,Battery boom in the South: How states like Georgia are quietly building,https://business-news-today.com/battery-boom-in-the-south-how-states-like-georgia-are-quietly-building-energy-storage-capacity,
run_1_500,178,[PDF] The Battery Report 2022 - Volta Foundation,https://report.volta.foundation/annual-battery-report/public/Battery_Report_2022.pdf,
run_1_500,226,The Southeast US Battery Belt Is Learning To Love EVs - CleanTechnica,https://cleantechnica.com/2024/05/08/the-southeast-us-battery-belt-is-learning-to-love-evs/,
run_1_500,147,Hyundai Supplier PHA Will Bring 400+ Jobs To Georgia - Automotive - Business Facilities Magazine,https://businessfacilities.com/hyundai-supplier-pha-400-jobs-georgia,DownloadFailed:403 Client Error: Forbidden for url: https://businessfacilities.com/hyundai-supplier-pha-400-jobs-georgia
run_1_500,407,LG Energy Solution and Honda Break Ground for New Joint Venture EV Battery Plant in Ohio | Honda Global Corporate Website,https://global.honda/en/newsroom/news/2023/c230301eng.html,
run_1_500,374,Plugged-in: EV revolution fuels Battery Belt emergence from the Midwest to the South | Baker Tilly,https://bakertilly.com/insights/ev-revolution-fuels-battery-belt-emergence-midwest-south,
run_1_500,442,"LG Energy, Hyundai to invest additional $2B in Georgia battery cell plant | Utility Dive",https://www.utilitydive.com/news/lg-energy-hyundai-additional-2b-ellabell-savannah-georgia-joint-battery-cell/692717/,
run_1_500,474,[PDF] 8 August 2022 US Army Corps of Engineers Savannah District ...,https://georgia.org/sites/default/files/2022-08/08.08.2022_response_to_404_permit_public_notice_comments.pdf,
run_1_500,324,EV Parts Supplier NVH Korea To Establish Georgia Facility,https://www.tomorrowstechnician.com/ev-parts-supplier-nvh-korea-to-establish-georgia-facility,
run_1_500,178,"Yes, EV Battery Recycling Plants Are Ready in the U.S.",https://abiresearch.com/blogs/2024/07/23/ev-battery-recycling-in-us,
run_1_500,130,"Kia to tap Savannah for Telluride components, Brunswick for export - Georgia Ports Authority",https://gaports.com/press-releases/kia-to-tap-savannah-for-telluride-components-brunswick-for-export,
run_1_500,442,Tracking the EV battery factory construction boom across North America | TechCrunch,https://techcrunch.com/2025/02/06/tracking-the-ev-battery-factory-construction-boom-across-north-america/,
run_1_500,136,"Battery Resourcers to Open North America’s Largest Lithium-ion Battery Recycling Facility in Georgia, Create 150 Jobs | Georgia.org",https://georgia.org/press-release/battery-resourcers-open-north-americas-largest-lithium-ion-battery-recycling-facility,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/battery-resourcers-open-north-americas-largest-lithium-ion-battery-recycling-facility
run_1_500,25,EV Parts Supplier NVH Korea To Establish Georgia Facility,https://www.aftermarketnews.com/nvh-korea-georgia-manufacturing-facility/,
run_1_500,486,SK On and Hyundai Partner on Georgia EV Battery Plant | News | SK,https://eng.sk.com/news/sk-on-and-hyundai-motor-bolster-support-for-u-s-evs-with-georgia-battery-plant,
run_1_500,500,Seoyon E-Hwa To Invest $76M In Georgia Manufacturing Facility - Automotive - Business Facilities Magazine,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility,
run_1_500,474,Georgia Companies Hit Key Milestones in Long-Term Partnerships | Georgia.org,https://georgia.org/blog/georgia-companies-hit-key-milestones-long-term-partnerships,
run_1_500,487,"Troup County, Georgia | Business View Magazine",https://businessviewmagazine.com/troup-county-georgia,
run_1_500,487,Hyundai and SK On plan $5B Georgia EV battery plant | Manufacturing Dive,https://www.manufacturingdive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648576/,DownloadFailed:403 Client Error: Forbidden for url: https://www.manufacturingdive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648576/
run_1_500,487,Hyundai Mobis to build EV power system plant in Bryan County Georgia,https://www.savannahnow.com/story/business/automotive/2022/11/25/hyundai-mobis-electric-vehicle-power-system-plant-bryan-county-georgia/10762116002,
run_1_500,500,Seoyon E-Hwa To Invest $76M In Georgia Manufacturing Facility - Automotive - Business Facilities Magazine,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility/2,
run_1_500,390,Hyundai’s Georgia EV supplier network adds 3 more manufacturers | Supply Chain Dive,https://www.supplychaindive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693434,DownloadFailed:403 Client Error: Forbidden for url: https://www.supplychaindive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693434
run_1_500,124,"Hyundai, LG to Put $2B More Into Georgia Battery Joint Venture - Global Atlanta",https://www.globalatlanta.com/hyundai-lg-to-put-2b-more-into-georgia-battery-joint-venture/,
run_1_500,497,US and Canada Electric Vehicle Supply Chain Map - Charged,https://www.charged-the-book.com/na-ev-supply-chain-map,
run_1_500,130,Georgia Ports welcomes Wallenius Wilhelmsen’s new Brunswick hub facility - Georgia Ports Authority,https://gaports.com/press-releases/georgia-ports-welcomes-wallenius-wilhelmsens-new-brunswick-hub-facility/,
run_1_500,146,"Port of Savannah | Savannah Infrastructure | Port, Interstate, Rail, Airport",https://seda.org/do-business-here/infrastructure/,
run_1_500,487,Hyundai Mobis to build EV power system plant in Bryan County Georgia,https://www.usatoday.com/story/business/automotive/2022/11/25/hyundai-mobis-electric-vehicle-power-system-plant-bryan-county-georgia/10762116002,
run_1_500,380,"Transportation, Distribution & Logistics | Georgia Department of Economic Development",https://georgia.org/industries/logistics-supply-chain,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/industries/logistics-supply-chain
run_1_500,42,Third Hyundai supplier sets up factory near upcoming EV plant | Manufacturing Dive,https://www.manufacturingdive.com/news/third-hyundai-supplier-sets-up-factory-near-incoming-ev-plant/640074/,
run_1_500,154,Food Processing | Georgia Food Manufacturing Licenses & Permits,https://www.georgia.org/industries/food-processing,
run_1_500,154,Food Processing | Georgia Food Manufacturing Licenses & Permits,https://georgia.org/industries/food-processing,
run_1_500,495,Hyundai supplier to build factory near automaker’s Georgia EV campus | Manufacturing Dive,https://www.manufacturingdive.com/news/hyundai-supplier-to-build-factory-near-its-savannah-ev-campus/636192,
run_1_500,390,Hyundai’s Georgia EV supplier network adds 3 more manufacturers | Manufacturing Dive,https://www.manufacturingdive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693349,DownloadFailed:403 Client Error: Forbidden for url: https://www.manufacturingdive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693349
run_1_500,380,Hyundai’s Georgia EV supplier network adds 3 more manufacturers | WardsAuto,https://www.wardsauto.com/news/archive-auto-hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693552,
run_501_1000,174,"EV Parts Supplier NVH Korea to Create Over 160 Jobs, Invest $72M in Henry County | Georgia.org",https://www.georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county
run_501_1000,174,"EV Parts Supplier NVH Korea to Create Over 160 Jobs, Invest $72M in Henry County | Georgia.org",https://georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county
run_501_1000,157,Georgia Electric Vehicle Manufacturing | Georgia Department of Economic Development,https://georgia.org/EV,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/EV
run_501_1000,494,Georgia Emerges as Hub for Sustainability | Georgia.org,https://georgia.org/blog/georgia-emerges-hub-sustainability,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/blog/georgia-emerges-hub-sustainability
run_501_1000,447,Georgia Business Assets a Powerful Magnet for Electric Vehicle Industry | Georgia.org,https://georgia.org/blog/georgia-business-assets-powerful-magnet-electric-vehicle-industry,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/blog/georgia-business-assets-powerful-magnet-electric-vehicle-industry
run_501_1000,459,[PDF] Electric Transportation Ecosystem - AWS,https://selectgeorgia-production-assets.s3.amazonaws.com/media/documents/Electric_Transportation_Publication_2025.pdf,LocalFound
run_501_1000,494,"Second Global Automotive Supplier for Hyundai Metaplant To Create 1,500 Jobs | Georgia.org",https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs
run_501_1000,327,"Anovion Technologies to Create Over 400 Jobs in Bainbridge, Invest $800M in Manufacturing Facility | Georgia.org",https://www.georgia.org/press-release/anovion-technologies-create-over-400-jobs-bainbridge-invest-800m-manufacturing,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/anovion-technologies-create-over-400-jobs-bainbridge-invest-800m-manufacturing
run_501_1000,43,Longtime Kia and HMG Supplier to Build Manufacturing Facility in Bulloch County | Georgia.org,https://georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county
run_501_1000,29,[PDF] A copy of each Transportation Security Administration (TSA) report ...,https://www.governmentattic.org/21docs/TSAcongNonPubRpts_2007-2014.pdf,
run_501_1000,60,Longtime Kia and HMG Supplier to Build Manufacturing Facility in Bulloch County | Georgia.org,https://www.georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county
run_501_1000,58,[PDF] Adam Strege - SEC.gov,https://www.sec.gov/files/litigation/apdocuments/3-21253-2023-03-13-applicant-strege-brief.pdf,
run_501_1000,54,First Hyundai Motor Group Supplier to Build Facility in Bulloch County | Georgia.org,https://www.georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county
run_501_1000,54,First Hyundai Motor Group Supplier to Build Facility in Bulloch County | Georgia.org,https://georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county
run_501_1000,494,Georgia Leads the Charge in Development of Electric Vehicle Supply Chain | Georgia.org,https://georgia.org/newsroom/blogs/georgia-leads-charge-development-electric-vehicle-supply-chain,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/newsroom/blogs/georgia-leads-charge-development-electric-vehicle-supply-chain
run_501_1000,463,Southern Business and Development,https://sb-d.com/index.php,
run_501_1000,54,Automotive Supplier Invests $11.2 Million in Toombs County | Georgia.org,https://georgia.org/press-release/automotive-supplier-invests-112-million-toombs-county,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/automotive-supplier-invests-112-million-toombs-county
run_501_1000,323,"Anovion Technologies to Create Over 400 Jobs in Bainbridge, Invest $800M in Manufacturing Facility | Georgia.org",https://georgia.org/press-release/anovion-technologies-create-over-400-jobs-bainbridge-invest-800m-manufacturing,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/anovion-technologies-create-over-400-jobs-bainbridge-invest-800m-manufacturing
run_501_1000,236,Electric Mobility Innovation Alliance (EMIA): Supply Chain | Georgia Department of Economic Development,https://georgia.org/mobility-supply-chain,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/mobility-supply-chain
run_501_1000,269,Georgia’s Extensive Logistics Network Speeds Goods to Market | Georgia.org,https://georgia.org/blog/georgias-extensive-logistics-network-speeds-goods-market,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/blog/georgias-extensive-logistics-network-speeds-goods-market
run_501_1000,343,"Decatur County, Ga., Chosen for Lithium-Ion Battery Materials Factory",https://www.constructionequipmentguide.com/decatur-county-ga-chosen-as-site-for-new-lithium-ion-battery-materials-factory/61883,DownloadFailed:403 Client Error: Forbidden for url: https://www.constructionequipmentguide.com/decatur-county-ga-chosen-as-site-for-new-lithium-ion-battery-materials-factory/61883
run_501_1000,319,"GA: Anovion Technologies to Create 400 Jobs in Bainbridge, Invest $800M in Manufacturing Facility | Trade and Industry Development",https://www.tradeandindustrydev.com/region/georgia/news/ga-anovion-technologies-create-400-jobs-bainbridge-31763,
run_501_1000,494,Electric Mobility Innovation Alliance (EMIA): Supply Chain | Georgia Department of Economic Development,https://www.georgia.org/mobility-supply-chain,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/mobility-supply-chain
run_501_1000,180,[PDF] 2024 Collective Impact Report - Cox Enterprises,https://www.coxenterprises.com/wp-content/uploads/2025/08/2024_Report_R7.8_DIGITAL-Final.pdf,
run_501_1000,479,[PDF] automotive-battery-supply-chain-analysis-2021 ... - ABB,https://new.abb.com/docs/librariesprovider89/default-document-library/automotive-battery-supply-chain-analysis-2021-final_abb_ams---abridged-version-docx.pdf?sfvrsn=3bc9f708_2,
run_501_1000,407,[PDF] Focused on Lithium & Battery Materials Reintegration - Amazon AWS,https://cdn-ceo-ca.s3.amazonaws.com/1i55723-Full%20Circle%20Lithium%20Deck.pdf,
run_501_1000,246,Hyundai Motor Group and SK On to Build EV Battery Facility in Georgia - Autobody News,https://www.autobodynews.com/news/hyundai-motor-group-and-sk-on-to-build-ev-battery-facility-in-georgia,
run_501_1000,74,SK Battery America cuts 958 jobs at $2.6 billion Georgia plant amid EV pullback | Prism News,https://www.prismnews.com/news/sk-battery-america-cuts-958-jobs-at-26-billion-georgia-plant-amid-ev-pullback,
run_501_1000,466,Freyr Battery abandons plans for Georgia battery factory – pv magazine USA,https://pv-magazine-usa.com/2025/02/10/freyr-battery-abandons-plans-for-georgia-battery-factory,
run_501_1000,34,Embracing Progress: Highlights from our First Pop-Up Bus Tour in Troup County - Location Georgia,https://www.locationgeorgia.com/pop-up-bus-tour-troup-county-june-2024,
run_501_1000,244,[PDF] Georgia Department of Economic Development Board Meeting,https://georgia.org/sites/default/files/2023-01/2022-5-11_gdecd_board_minutes.pdf,
run_501_1000,130,Georgia Ports Authority (a Component Unit of the State of Georgia),https://gaports.com/wp-content/uploads/2024/10/GPA-ACFR.pdf,
run_501_1000,468,Georgia Ports welcomes new MEDLOG flagship cold chain facility to Savannah | AJOT.COM,https://www.ajot.com/news/georgia-ports-welcomes-new-medlog-flagship-cold-chain-facility-to-savannah,DownloadFailed:403 Client Error: Forbidden for url: https://www.ajot.com/news/georgia-ports-welcomes-new-medlog-flagship-cold-chain-facility-to-savannah
run_501_1000,144,"Hyundai, SK On plan $5B Georgia EV battery plant | Utility Dive",https://www.utilitydive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648667?ref=cleantech-vanguard.com,DownloadFailed:403 Client Error: Forbidden for url: https://www.utilitydive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648667?ref=cleantech-vanguard.com
run_501_1000,239,EV Parts Supplier NVH Korea To Establish Georgia Facility,https://www.tomorrowstechnician.com/ev-parts-supplier-nvh-korea-to-establish-georgia-facility,DownloadFailed:403 Client Error: Forbidden for url: https://www.tomorrowstechnician.com/ev-parts-supplier-nvh-korea-to-establish-georgia-facility
run_501_1000,8,Analyzing a Decade of Economic Success in Georgia - Expansion Solutions,https://www.expansionsolutionsmagazine.com/analyzing-a-decade-of-economic-success-in-georgia/,
run_501_1000,180,EV Parts Supplier NVH Korea To Establish Georgia Facility,https://www.aftermarketnews.com/nvh-korea-georgia-manufacturing-facility,
run_501_1000,334,EV & Mobility Newsroom | Georgia.org,https://georgia.org/ev-mobility-newsroom,
run_501_1000,240,Seoyon E-Hwa To Invest $76M In Georgia Manufacturing Facility - Automotive - Business Facilities Magazine,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility,
run_501_1000,239,Hyundai and SK On plan $5B Georgia EV battery plant | Manufacturing Dive,https://www.manufacturingdive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648576/,DownloadFailed:403 Client Error: Forbidden for url: https://www.manufacturingdive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648576/
run_501_1000,1,Hyundai Supplier PHA Will Bring 400+ Jobs To Georgia - Automotive - Business Facilities Magazine,https://businessfacilities.com/hyundai-supplier-pha-400-jobs-georgia,DownloadFailed:403 Client Error: Forbidden for url: https://businessfacilities.com/hyundai-supplier-pha-400-jobs-georgia
run_501_1000,224,"[PDF] Together, we add - Light - Georgia Transmission",https://www.gatransmission.com/wp-content/uploads/2020/04/2019-Georgia-Transmission-Annual-Report.pdf,
run_501_1000,239,"Hyundai, SK On plan $5B Georgia EV battery plant | Utility Dive",https://www.utilitydive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648667/,DownloadFailed:403 Client Error: Forbidden for url: https://www.utilitydive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648667/
run_501_1000,240,Seoyon E-Hwa To Invest $76M In Georgia Manufacturing Facility - Automotive - Business Facilities Magazine,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility/2,
run_501_1000,308,New manufacturing facility breaks ground in Bainbridge,https://www.walb.com/2023/06/28/new-manufacturing-facility-breaks-ground-bainbridge/,
run_501_1000,43,Hyundai’s Georgia EV supplier network adds 3 more manufacturers | Supply Chain Dive,https://www.supplychaindive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693434,DownloadFailed:403 Client Error: Forbidden for url: https://www.supplychaindive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693434
run_501_1000,5,EV Parts Supplier NVH Korea To Establish Georgia Facility,https://www.aftermarketnews.com/nvh-korea-georgia-manufacturing-facility/,DownloadFailed:403 Client Error: Forbidden for url: https://www.aftermarketnews.com/nvh-korea-georgia-manufacturing-facility/
run_501_1000,468,Georgia Ports to Increase Rail Cargo Efficiency with New Connector - Supply Chain 24/7,https://www.supplychain247.com/article/georgia-ports-new-connector-increase-rail-cargo-efficiency,DownloadFailed:403 Client Error: Forbidden for url: https://www.supplychain247.com/article/georgia-ports-new-connector-increase-rail-cargo-efficiency
run_501_1000,477,[PDF] The Energy Storage Report 2026 - SolarBaba,https://solarbaba.com/wp-content/uploads/ESN-Report-2026.pdf,
run_501_1000,428,"Vertical Cold Storage Acquires Savannah Facility, Rounding Out Southeast US Network - Vertical Cold Storage",https://www.verticalcold.com/vertical-cold-storage-acquires-savannah-facility-rounding-out-southeast-us-network,
run_501_1000,447,Third Hyundai supplier sets up factory near upcoming EV plant | Manufacturing Dive,https://www.manufacturingdive.com/news/third-hyundai-supplier-sets-up-factory-near-incoming-ev-plant/640074/,DownloadFailed:403 Client Error: Forbidden for url: https://www.manufacturingdive.com/news/third-hyundai-supplier-sets-up-factory-near-incoming-ev-plant/640074/
run_501_1000,66,"Hyundai, LG to Put $2B More Into Georgia Battery Joint Venture - Global Atlanta",https://www.globalatlanta.com/hyundai-lg-to-put-2b-more-into-georgia-battery-joint-venture/,
run_501_1000,34,Hyundai supplier plans second Georgia manufacturing site | Manufacturing Dive,https://www.manufacturingdive.com/news/seoyon-e-hwa-georgia/642011,
run_501_1000,76,Georgia Lands North America’s Largest Lithium-ion Battery Recycling Plant - Advanced Manufacturing - Business Facilities Magazine,https://businessfacilities.com/georgia-lands-north-americas-largest-lithium-ion-battery-recycling-plant,
run_501_1000,239,Hyundai supplier to build factory near automaker’s Georgia EV campus | Manufacturing Dive,https://www.manufacturingdive.com/news/hyundai-supplier-to-build-factory-near-its-savannah-ev-campus/636192,
run_501_1000,290,Hyundai’s Georgia EV supplier network adds 3 more manufacturers | WardsAuto,https://www.wardsauto.com/news/archive-auto-hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693552,
