run,query_no,title,url,document_url,source_url,file_type,source_domain,acquisition_status,final_decision,is_html_like_url,url_extension_guess
run_1_500,154,Food Processing | Georgia Food Manufacturing Licenses & Permits,https://georgia.org/industries/food-processing,https://georgia.org/industries/food-processing,https://georgia.org/industries/food-processing,,georgia.org,,review,True,
run_1_500,154,Global Temperature-controlled Storage Leader Lineage Logistics to Build New Savannah Facility | Georgia.org,https://georgia.org/press-release/global-temperature-controlled-storage-leader-lineage-logistics-build-new-savannah,https://georgia.org/press-release/global-temperature-controlled-storage-leader-lineage-logistics-build-new-savannah,https://georgia.org/press-release/global-temperature-controlled-storage-leader-lineage-logistics-build-new-savannah,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/global-temperature-controlled-storage-leader-lineage-logistics-build-new-savannah,review,True,
run_1_500,178,"Yes, EV Battery Recycling Plants Are Ready in the U.S.",https://abiresearch.com/blogs/2024/07/23/ev-battery-recycling-in-us,https://abiresearch.com/blogs/2024/07/23/ev-battery-recycling-in-us,https://abiresearch.com/blogs/2024/07/23/ev-battery-recycling-in-us,,abiresearch.com,,review,True,
run_1_500,178,[PDF] The Battery Report 2022 - Volta Foundation,https://report.volta.foundation/annual-battery-report/public/Battery_Report_2022.pdf,https://report.volta.foundation/annual-battery-report/public/Battery_Report_2022.pdf,https://report.volta.foundation/annual-battery-report/public/Battery_Report_2022.pdf,PDF,report.volta.foundation,,review,False,pdf
run_1_500,194,"Second Global Automotive Supplier for Hyundai Metaplant To Create 1,500 Jobs | Georgia.org",https://georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,https://georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,https://georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,review,True,
run_1_500,226,The Rise of America's Battery Belt – Asia Matters for America,https://asiamattersforamerica.org/articles/the-rise-of-americas-battery-belt,https://asiamattersforamerica.org/articles/the-rise-of-americas-battery-belt,https://asiamattersforamerica.org/articles/the-rise-of-americas-battery-belt,,asiamattersforamerica.org,,review,True,
run_1_500,226,The Southeast US Battery Belt Is Learning To Love EVs - CleanTechnica,https://cleantechnica.com/2024/05/08/the-southeast-us-battery-belt-is-learning-to-love-evs/,https://cleantechnica.com/2024/05/08/the-southeast-us-battery-belt-is-learning-to-love-evs/,https://cleantechnica.com/2024/05/08/the-southeast-us-battery-belt-is-learning-to-love-evs/,,cleantechnica.com,,review,True,
run_1_500,25,EV Parts Supplier NVH Korea To Establish Georgia Facility,https://www.aftermarketnews.com/nvh-korea-georgia-manufacturing-facility/,https://www.aftermarketnews.com/nvh-korea-georgia-manufacturing-facility/,https://www.aftermarketnews.com/nvh-korea-georgia-manufacturing-facility/,,www.aftermarketnews.com,,review,True,
run_1_500,25,Georgia Electric Vehicle Manufacturing | Georgia Department of Economic Development,https://georgia.org/EV,https://georgia.org/EV,https://georgia.org/EV,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/EV,review,True,
run_1_500,279,[PDF] Final Environmental Assessment - Department of Energy,https://www.energy.gov/sites/default/files/2024-06/EA_FONSI_Final_LPO_Aspen%20Aerogel.pdf,https://www.energy.gov/sites/default/files/2024-06/EA_FONSI_Final_LPO_Aspen%20Aerogel.pdf,https://www.energy.gov/sites/default/files/2024-06/EA_FONSI_Final_LPO_Aspen%20Aerogel.pdf,PDF,www.energy.gov,"DownloadFailed:('Connection broken: IncompleteRead(20301925 bytes read, 821915 more expected)', IncompleteRead(20301925 bytes read, 821915 more expected))",review,False,pdf
run_1_500,323,GEORGIA,https://climatepower.us/wp-content/uploads/2024/03/State-of-the-Clean-Energy-Boom_Georgia.pdf,https://climatepower.us/wp-content/uploads/2024/03/State-of-the-Clean-Energy-Boom_Georgia.pdf,https://climatepower.us/wp-content/uploads/2024/03/State-of-the-Clean-Energy-Boom_Georgia.pdf,PDF,climatepower.us,,review,False,pdf
run_1_500,324,EV Parts Supplier NVH Korea To Establish Georgia Facility,https://www.tomorrowstechnician.com/ev-parts-supplier-nvh-korea-to-establish-georgia-facility,https://www.tomorrowstechnician.com/ev-parts-supplier-nvh-korea-to-establish-georgia-facility,https://www.tomorrowstechnician.com/ev-parts-supplier-nvh-korea-to-establish-georgia-facility,,www.tomorrowstechnician.com,,review,True,
run_1_500,334,[PDF] Clean Energy Investments Are Revitalizing Georgia Communities ...,https://climatepower.us/wp-content/uploads/2024/09/Clean-Energy-Investments-Are-Revitalizing-Georgia-Communities-CEE-2024_09_09-DR.pdf,https://climatepower.us/wp-content/uploads/2024/09/Clean-Energy-Investments-Are-Revitalizing-Georgia-Communities-CEE-2024_09_09-DR.pdf,https://climatepower.us/wp-content/uploads/2024/09/Clean-Energy-Investments-Are-Revitalizing-Georgia-Communities-CEE-2024_09_09-DR.pdf,PDF,climatepower.us,,review,False,pdf
run_1_500,34,[PDF] georgia-highlights_4th_edition_25th_anniversary_2021.pdf,https://georgia.org/sites/default/files/2021-07/georgia-highlights_4th_edition_25th_anniversary_2021.pdf,https://georgia.org/sites/default/files/2021-07/georgia-highlights_4th_edition_25th_anniversary_2021.pdf,https://georgia.org/sites/default/files/2021-07/georgia-highlights_4th_edition_25th_anniversary_2021.pdf,PDF,georgia.org,,review,False,pdf
run_1_500,348,Hyundai to build $5.5 billion EV and battery plant in Georgia - The Atlanta Voice,https://theatlantavoice.com/hyundai-to-build-5-5-billion-ev-and-battery-plant-in-georgia,https://theatlantavoice.com/hyundai-to-build-5-5-billion-ev-and-battery-plant-in-georgia,https://theatlantavoice.com/hyundai-to-build-5-5-billion-ev-and-battery-plant-in-georgia,,theatlantavoice.com,,review,True,
run_1_500,354,Electric Mobility Innovation Alliance (EMIA): Supply Chain | Georgia Department of Economic Development,https://georgia.org/mobility-supply-chain,https://georgia.org/mobility-supply-chain,https://georgia.org/mobility-supply-chain,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/mobility-supply-chain,review,True,
run_1_500,354,Electric Mobility Innovation Alliance (EMIA): Supply Chain | Georgia Department of Economic Development,https://www.georgia.org/mobility-supply-chain,https://www.georgia.org/mobility-supply-chain,https://www.georgia.org/mobility-supply-chain,,www.georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/mobility-supply-chain,review,True,
run_1_500,354,Georgia Business Assets a Powerful Magnet for Electric Vehicle Industry | Georgia.org,https://georgia.org/blog/georgia-business-assets-powerful-magnet-electric-vehicle-industry,https://georgia.org/blog/georgia-business-assets-powerful-magnet-electric-vehicle-industry,https://georgia.org/blog/georgia-business-assets-powerful-magnet-electric-vehicle-industry,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/blog/georgia-business-assets-powerful-magnet-electric-vehicle-industry,review,True,
run_1_500,354,Georgia Emerges as Hub for Sustainability | Georgia.org,https://georgia.org/blog/georgia-emerges-hub-sustainability,https://georgia.org/blog/georgia-emerges-hub-sustainability,https://georgia.org/blog/georgia-emerges-hub-sustainability,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/blog/georgia-emerges-hub-sustainability,review,True,
run_1_500,354,Hyundai Motor Group and SK On To Build EV Battery Facility in Bartow County | Georgia.org,https://georgia.org/press-release/hyundai-motor-group-and-sk-build-ev-battery-facility-bartow-county,https://georgia.org/press-release/hyundai-motor-group-and-sk-build-ev-battery-facility-bartow-county,https://georgia.org/press-release/hyundai-motor-group-and-sk-build-ev-battery-facility-bartow-county,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/hyundai-motor-group-and-sk-build-ev-battery-facility-bartow-county,review,True,
run_1_500,354,"Second Global Automotive Supplier for Hyundai Metaplant To Create 1,500 Jobs | Georgia.org",https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,,www.georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,review,True,
run_1_500,374,Plugged-in: EV revolution fuels Battery Belt emergence from the Midwest to the South | Baker Tilly,https://bakertilly.com/insights/ev-revolution-fuels-battery-belt-emergence-midwest-south,https://bakertilly.com/insights/ev-revolution-fuels-battery-belt-emergence-midwest-south,https://bakertilly.com/insights/ev-revolution-fuels-battery-belt-emergence-midwest-south,,bakertilly.com,,review,True,
run_1_500,380,Hyundai’s Georgia EV supplier network adds 3 more manufacturers | WardsAuto,https://www.wardsauto.com/news/archive-auto-hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693552,https://www.wardsauto.com/news/archive-auto-hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693552,https://www.wardsauto.com/news/archive-auto-hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693552,,www.wardsauto.com,,review,True,
run_1_500,380,"Transportation, Distribution & Logistics | Georgia Department of Economic Development",https://georgia.org/industries/logistics-supply-chain,https://georgia.org/industries/logistics-supply-chain,https://georgia.org/industries/logistics-supply-chain,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/industries/logistics-supply-chain,review,True,
run_1_500,390,Hyundai’s Georgia EV supplier network adds 3 more manufacturers | Manufacturing Dive,https://www.manufacturingdive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693349,https://www.manufacturingdive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693349,https://www.manufacturingdive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693349,,www.manufacturingdive.com,DownloadFailed:403 Client Error: Forbidden for url: https://www.manufacturingdive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693349,review,True,
run_1_500,390,Hyundai’s Georgia EV supplier network adds 3 more manufacturers | Supply Chain Dive,https://www.supplychaindive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693434,https://www.supplychaindive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693434,https://www.supplychaindive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693434,,www.supplychaindive.com,DownloadFailed:403 Client Error: Forbidden for url: https://www.supplychaindive.com/news/hyundai-georgia-supplier-network-nvh-korea-daesol-ausys-das-corp-manufacturers/693434,review,True,
run_1_500,394,"EV Parts Supplier NVH Korea to Create Over 160 Jobs, Invest $72M in Henry County | Georgia.org",https://www.georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,https://www.georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,https://www.georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,,www.georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,review,True,
run_1_500,394,"EV Parts Supplier NVH Korea to Create Over 160 Jobs, Invest $72M in Henry County | Georgia.org",https://georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,https://georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,https://georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/ev-parts-supplier-nvh-korea-create-over-160-jobs-invest-72m-henry-county,review,True,
run_1_500,394,First Hyundai Motor Group Supplier to Build Facility in Bulloch County | Georgia.org,https://www.georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,https://www.georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,https://www.georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,,www.georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,review,True,
run_1_500,394,First Hyundai Motor Group Supplier to Build Facility in Bulloch County | Georgia.org,https://georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,https://georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,https://georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/first-hyundai-motor-group-supplier-build-facility-bulloch-county,review,True,
run_1_500,394,How the Georgia-Korea Connection Energizes Opportunities | Georgia.org,https://www.georgia.org/blog/how-georgia-korea-connection-energizes-opportunities,https://www.georgia.org/blog/how-georgia-korea-connection-energizes-opportunities,https://www.georgia.org/blog/how-georgia-korea-connection-energizes-opportunities,,www.georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/blog/how-georgia-korea-connection-energizes-opportunities,review,True,
run_1_500,407,LG Energy Solution and Honda Break Ground for New Joint Venture EV Battery Plant in Ohio | Honda Global Corporate Website,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,HTML,global.honda,,review,True,html
run_1_500,42,Third Hyundai supplier sets up factory near upcoming EV plant | Manufacturing Dive,https://www.manufacturingdive.com/news/third-hyundai-supplier-sets-up-factory-near-incoming-ev-plant/640074/,https://www.manufacturingdive.com/news/third-hyundai-supplier-sets-up-factory-near-incoming-ev-plant/640074/,https://www.manufacturingdive.com/news/third-hyundai-supplier-sets-up-factory-near-incoming-ev-plant/640074/,,www.manufacturingdive.com,,review,True,
run_1_500,442,Hyundai Motor Group | Georgia.org,https://georgia.org/hyundaimotorgroup,https://georgia.org/hyundaimotorgroup,https://georgia.org/hyundaimotorgroup,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/hyundaimotorgroup,review,True,
run_1_500,442,LG Energy Solution and Hyundai Motor Group to Establish Battery Cell Manufacturing Joint Venture in the U.S. – LG Energy Solution,https://news.lgensol.com/company-news/press-releases/1780/,https://news.lgensol.com/company-news/press-releases/1780/,https://news.lgensol.com/company-news/press-releases/1780/,,news.lgensol.com,,review,True,
run_1_500,442,"LG Energy, Hyundai to invest additional $2B in Georgia battery cell plant | Utility Dive",https://www.utilitydive.com/news/lg-energy-hyundai-additional-2b-ellabell-savannah-georgia-joint-battery-cell/692717/,https://www.utilitydive.com/news/lg-energy-hyundai-additional-2b-ellabell-savannah-georgia-joint-battery-cell/692717/,https://www.utilitydive.com/news/lg-energy-hyundai-additional-2b-ellabell-savannah-georgia-joint-battery-cell/692717/,,www.utilitydive.com,,review,True,
run_1_500,442,Tracking the EV battery factory construction boom across North America | TechCrunch,https://techcrunch.com/2025/02/06/tracking-the-ev-battery-factory-construction-boom-across-north-america/,https://techcrunch.com/2025/02/06/tracking-the-ev-battery-factory-construction-boom-across-north-america/,https://techcrunch.com/2025/02/06/tracking-the-ev-battery-factory-construction-boom-across-north-america/,,techcrunch.com,,review,True,
run_1_500,443,[PDF] Georgia Department of Economic Development Board Meeting,https://georgia.org/sites/default/files/2023-01/2022-5-11_gdecd_board_minutes.pdf,https://georgia.org/sites/default/files/2023-01/2022-5-11_gdecd_board_minutes.pdf,https://georgia.org/sites/default/files/2023-01/2022-5-11_gdecd_board_minutes.pdf,PDF,georgia.org,,review,False,pdf
run_1_500,474,Georgia Companies Hit Key Milestones in Long-Term Partnerships | Georgia.org,https://georgia.org/blog/georgia-companies-hit-key-milestones-long-term-partnerships,https://georgia.org/blog/georgia-companies-hit-key-milestones-long-term-partnerships,https://georgia.org/blog/georgia-companies-hit-key-milestones-long-term-partnerships,,georgia.org,,review,True,
run_1_500,474,[PDF] 8 August 2022 US Army Corps of Engineers Savannah District ...,https://georgia.org/sites/default/files/2022-08/08.08.2022_response_to_404_permit_public_notice_comments.pdf,https://georgia.org/sites/default/files/2022-08/08.08.2022_response_to_404_permit_public_notice_comments.pdf,https://georgia.org/sites/default/files/2022-08/08.08.2022_response_to_404_permit_public_notice_comments.pdf,PDF,georgia.org,,review,False,pdf
run_1_500,482,Hyundai Motor Group Will Build Big EV Plant And Battery Facility In Georgia,https://insideevs.com/news/587322/hyundai-build-ev-plant-battery-georgia/,https://insideevs.com/news/587322/hyundai-build-ev-plant-battery-georgia/,https://insideevs.com/news/587322/hyundai-build-ev-plant-battery-georgia/,,insideevs.com,,review,True,
run_1_500,486,SK On and Hyundai Partner on Georgia EV Battery Plant | News | SK,https://eng.sk.com/news/sk-on-and-hyundai-motor-bolster-support-for-u-s-evs-with-georgia-battery-plant,https://eng.sk.com/news/sk-on-and-hyundai-motor-bolster-support-for-u-s-evs-with-georgia-battery-plant,https://eng.sk.com/news/sk-on-and-hyundai-motor-bolster-support-for-u-s-evs-with-georgia-battery-plant,,eng.sk.com,,review,True,
run_1_500,487,Hyundai Mobis to build EV power system plant in Bryan County Georgia,https://www.savannahnow.com/story/business/automotive/2022/11/25/hyundai-mobis-electric-vehicle-power-system-plant-bryan-county-georgia/10762116002,https://www.savannahnow.com/story/business/automotive/2022/11/25/hyundai-mobis-electric-vehicle-power-system-plant-bryan-county-georgia/10762116002,https://www.savannahnow.com/story/business/automotive/2022/11/25/hyundai-mobis-electric-vehicle-power-system-plant-bryan-county-georgia/10762116002,,www.savannahnow.com,,review,True,
run_1_500,487,Hyundai Mobis to build EV power system plant in Bryan County Georgia,https://www.usatoday.com/story/business/automotive/2022/11/25/hyundai-mobis-electric-vehicle-power-system-plant-bryan-county-georgia/10762116002,https://www.usatoday.com/story/business/automotive/2022/11/25/hyundai-mobis-electric-vehicle-power-system-plant-bryan-county-georgia/10762116002,https://www.usatoday.com/story/business/automotive/2022/11/25/hyundai-mobis-electric-vehicle-power-system-plant-bryan-county-georgia/10762116002,,www.usatoday.com,,review,True,
run_1_500,487,Hyundai Will Build First Fully-Dedicated EV Plant In Georgia - Automotive - Business Facilities Magazine,https://businessfacilities.com/2022/05/hyundai-will-build-first-fully-dedicated-ev-plant-in-georgia,https://businessfacilities.com/2022/05/hyundai-will-build-first-fully-dedicated-ev-plant-in-georgia,https://businessfacilities.com/2022/05/hyundai-will-build-first-fully-dedicated-ev-plant-in-georgia,,businessfacilities.com,,review,True,
run_1_500,487,Hyundai and SK On plan $5B Georgia EV battery plant | Manufacturing Dive,https://www.manufacturingdive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648576/,https://www.manufacturingdive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648576/,https://www.manufacturingdive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648576/,,www.manufacturingdive.com,DownloadFailed:403 Client Error: Forbidden for url: https://www.manufacturingdive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648576/,review,True,
run_1_500,487,"Troup County, Georgia | Business View Magazine",https://businessviewmagazine.com/troup-county-georgia,https://businessviewmagazine.com/troup-county-georgia,https://businessviewmagazine.com/troup-county-georgia,,businessviewmagazine.com,,review,True,
run_1_500,490,Congressional Record,https://www.congress.gov/119/crec/2025/04/28/171/70/CREC-2025-04-28.pdf,https://www.congress.gov/119/crec/2025/04/28/171/70/CREC-2025-04-28.pdf,https://www.congress.gov/119/crec/2025/04/28/171/70/CREC-2025-04-28.pdf,PDF,www.congress.gov,,review,False,pdf
run_1_500,491,"Hyundai, SK On plan $5B Georgia EV battery plant | Utility Dive",https://www.utilitydive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648667/?ref=cleantech-vanguard.com,https://www.utilitydive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648667/?ref=cleantech-vanguard.com,https://www.utilitydive.com/news/Hyundai-SK-On-plan-5B-Georgia-EV-battery-joint-venture/648667/?ref=cleantech-vanguard.com,,www.utilitydive.com,,review,False,com
run_1_500,495,Hyundai supplier to build factory near automaker’s Georgia EV campus | Manufacturing Dive,https://www.manufacturingdive.com/news/hyundai-supplier-to-build-factory-near-its-savannah-ev-campus/636192,https://www.manufacturingdive.com/news/hyundai-supplier-to-build-factory-near-its-savannah-ev-campus/636192,https://www.manufacturingdive.com/news/hyundai-supplier-to-build-factory-near-its-savannah-ev-campus/636192,,www.manufacturingdive.com,,review,True,
run_1_500,497,US and Canada Electric Vehicle Supply Chain Map - Charged,https://www.charged-the-book.com/na-ev-supply-chain-map,https://www.charged-the-book.com/na-ev-supply-chain-map,https://www.charged-the-book.com/na-ev-supply-chain-map,,www.charged-the-book.com,,review,True,
run_1_500,500,Seoyon E-Hwa To Invest $76M In Georgia Manufacturing Facility - Automotive - Business Facilities Magazine,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility,,businessfacilities.com,,review,True,
run_1_500,500,Seoyon E-Hwa To Invest $76M In Georgia Manufacturing Facility - Automotive - Business Facilities Magazine,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility/2,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility/2,https://businessfacilities.com/seoyon-e-hwa-to-invest-76m-in-georgia-manufacturing-facility/2,,businessfacilities.com,,review,True,
run_1_500,74,Longtime Kia and HMG Supplier to Build Manufacturing Facility in Bulloch County | Georgia.org,https://www.georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,https://www.georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,https://www.georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,,www.georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://www.georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,review,True,
run_1_500,74,Longtime Kia and HMG Supplier to Build Manufacturing Facility in Bulloch County | Georgia.org,https://georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,https://georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,https://georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,,georgia.org,DownloadFailed:403 Client Error: Forbidden for url: https://georgia.org/press-release/longtime-kia-and-hmg-supplier-build-manufacturing-facility-bulloch-county,review,True,
run_1_500,82,Battery boom in the South: How states like Georgia are quietly building,https://business-news-today.com/battery-boom-in-the-south-how-states-like-georgia-are-quietly-building-energy-storage-capacity,https://business-news-today.com/battery-boom-in-the-south-how-states-like-georgia-are-quietly-building-energy-storage-capacity,https://business-news-today.com/battery-boom-in-the-south-how-states-like-georgia-are-quietly-building-energy-storage-capacity,,business-news-today.com,,review,True,
run_501_1000,1,Hyundai Supplier PHA Will Bring 400+ Jobs To Georgia - Automotive - Business Facilities Magazine,https://businessfacilities.com/hyundai-supplier-pha-400-jobs-georgia,https://businessfacilities.com/hyundai-supplier-pha-400-jobs-georgia,https://businessfacilities.com/hyundai-supplier-pha-400-jobs-georgia,,businessfacilities.com,DownloadFailed:403 Client Error: Forbidden for url: https://businessfacilities.com/hyundai-supplier-pha-400-jobs-georgia,review,True,
